CMDLINE C:\Users\anatolii\AppData\Local\Programs\Python\Python39\python.exe mtest_matplotlib.py
MEM 1076.679688 1644774775.5943
MEM 1076.832031 1644774775.7034
MEM 1076.832031 1644774775.8155
MEM 1076.832031 1644774775.9276
MEM 1076.832031 1644774776.0387
MEM 1077.351562 1644774776.1488
MEM 1077.351562 1644774776.2599
MEM 1077.351562 1644774776.3710
MEM 1077.351562 1644774776.4821
MEM 1077.351562 1644774776.5922
MEM 1077.351562 1644774776.7033
MEM 1077.351562 1644774776.8144
MEM 1077.351562 1644774776.9255
MEM 1077.511719 1644774777.0366
MEM 1170.730469 1644774777.1487
MEM 1216.000000 1644774777.2608
MEM 1216.000000 1644774777.3729
MEM 1216.000000 1644774777.4850
MEM 1216.152344 1644774777.5971
MEM 1216.539062 1644774777.7092
MEM 1216.539062 1644774777.8213
MEM 1216.539062 1644774777.9334
MEM 1224.359375 1644774778.0445
MEM 1217.050781 1644774778.1556
MEM 1217.050781 1644774778.2667
MEM 1217.050781 1644774778.3778
MEM 1217.050781 1644774778.4899
MEM 1217.050781 1644774778.6020
MEM 1217.050781 1644774778.7141
MEM 1217.050781 1644774778.8262
MEM 1217.203125 1644774778.9383
MEM 1311.957031 1644774779.0504
MEM 1355.351562 1644774779.1625
MEM 1355.351562 1644774779.2747
MEM 1355.351562 1644774779.3848
MEM 1355.503906 1644774779.4969
MEM 1355.503906 1644774779.6080
MEM 1355.503906 1644774779.7201
MEM 1355.503906 1644774779.8302
MEM 1356.027344 1644774779.9413
MEM 1356.027344 1644774780.0534
MEM 1356.027344 1644774780.1635
MEM 1356.027344 1644774780.2736
MEM 1356.027344 1644774780.3857
MEM 1356.027344 1644774780.4968
MEM 1356.027344 1644774780.6089
MEM 1356.027344 1644774780.7210
MEM 1365.464844 1644774780.8311
MEM 1480.093750 1644774780.9432
MEM 1494.644531 1644774781.0543
MEM 1494.644531 1644774781.1654
MEM 1494.644531 1644774781.2755
MEM 1480.351562 1644774781.3866
MEM 1495.148438 1644774781.4977
MEM 1495.148438 1644774781.6068
MEM 1495.148438 1644774781.7189
MEM 1495.679688 1644774781.8300
MEM 1495.679688 1644774781.9421
MEM 1495.679688 1644774782.0542
MEM 1495.679688 1644774782.1653
MEM 1495.679688 1644774782.2754
MEM 1495.679688 1644774782.3865
MEM 1495.679688 1644774782.4986
MEM 1495.679688 1644774782.6102
MEM 1495.746094 1644774782.7203
MEM 1590.597656 1644774782.8314
MEM 1633.988281 1644774782.9434
MEM 1633.988281 1644774783.0535
MEM 1633.988281 1644774783.1636
MEM 1634.140625 1644774783.2748
MEM 1634.140625 1644774783.3854
MEM 1634.140625 1644774783.4965
MEM 1634.140625 1644774783.6087
MEM 1634.660156 1644774783.7197
MEM 1634.660156 1644774783.8318
MEM 1634.660156 1644774783.9429
MEM 1634.660156 1644774784.0540
MEM 1634.660156 1644774784.1661
MEM 1634.660156 1644774784.2782
MEM 1634.660156 1644774784.3903
MEM 1634.660156 1644774784.5008
MEM 1625.414062 1644774784.6108
MEM 305.000000 1644774784.7218
MEM 175.472656 1644774784.8329
MEM 237.878906 1644774784.9438
MEM 237.878906 1644774785.0538
MEM 237.878906 1644774785.1628
MEM 238.031250 1644774785.2738
MEM 238.070312 1644774785.3838
MEM 238.070312 1644774785.4948
MEM 238.070312 1644774785.6069
MEM 245.757812 1644774785.7190
MEM 238.582031 1644774785.8301
MEM 238.582031 1644774785.9412
MEM 238.582031 1644774786.0533
MEM 238.582031 1644774786.1634
MEM 238.582031 1644774786.2755
MEM 238.582031 1644774786.3846
MEM 238.582031 1644774786.4897
MEM 238.582031 1644774786.5948
MEM 239.042969 1644774786.7059
MEM 349.382812 1644774786.8150
MEM 376.972656 1644774786.9241
MEM 376.972656 1644774787.0362
MEM 376.972656 1644774787.1483
MEM 354.000000 1644774787.2594
MEM 377.941406 1644774787.3705
MEM 377.941406 1644774787.4826
MEM 377.941406 1644774787.5947
MEM 378.453125 1644774787.7048
MEM 378.453125 1644774787.8139
MEM 378.453125 1644774787.9260
MEM 378.453125 1644774788.0381
MEM 378.453125 1644774788.1502
MEM 378.453125 1644774788.2623
MEM 378.453125 1644774788.3714
MEM 378.453125 1644774788.4795
MEM 386.394531 1644774788.5906
MEM 509.183594 1644774788.7027
MEM 517.050781 1644774788.8138
MEM 517.050781 1644774788.9239
MEM 517.050781 1644774789.0350
MEM 517.203125 1644774789.1461
MEM 517.203125 1644774789.2582
MEM 517.203125 1644774789.3693
MEM 524.902344 1644774789.4804
MEM 517.710938 1644774789.5925
MEM 517.710938 1644774789.7046
MEM 517.710938 1644774789.8157
MEM 517.710938 1644774789.9278
MEM 517.710938 1644774790.0389
MEM 517.710938 1644774790.1511
MEM 517.710938 1644774790.2632
MEM 517.710938 1644774790.3753
MEM 96.722656 1644774790.4874
