CMDLINE python mtest_dates_simpleplots.py
MEM 90.476562 1650193084.1396
MEM 90.667969 1650193084.2476
MEM 90.667969 1650193084.3556
MEM 97.304688 1650193084.4646
MEM 89.074219 1650193084.5706
MEM 89.605469 1650193084.6776
MEM 89.621094 1650193084.7856
MEM 89.621094 1650193084.8936
MEM 89.417969 1650193085.0016
MEM 89.726562 1650193085.1116
MEM 90.367188 1650193085.2196
MEM 90.367188 1650193085.3266
MEM 90.367188 1650193085.4326
MEM 90.476562 1650193085.5406
MEM 90.660156 1650193085.6476
MEM 90.660156 1650193085.7536
MEM 97.304688 1650193085.8626
MEM 89.257812 1650193085.9706
MEM 89.417969 1650193086.0776
MEM 89.574219 1650193086.1846
MEM 89.574219 1650193086.2946
MEM 89.417969 1650193086.4026
MEM 89.851562 1650193086.5116
MEM 90.375000 1650193086.6196
MEM 90.375000 1650193086.7276
MEM 90.164062 1650193086.8346
MEM 90.476562 1650193086.9446
MEM 90.636719 1650193087.0536
MEM 90.636719 1650193087.1616
MEM 89.976562 1650193087.2696
MEM 89.445312 1650193087.3786
MEM 89.417969 1650193087.4876
MEM 89.578125 1650193087.5956
MEM 89.578125 1650193087.7036
MEM 89.417969 1650193087.8126
MEM 90.226562 1650193087.9206
MEM 90.371094 1650193088.0296
MEM 90.371094 1650193088.1366
MEM 90.226562 1650193088.2451
MEM 90.640625 1650193088.3531
MEM 90.640625 1650193088.4621
MEM 93.769531 1650193088.5691
MEM 72.539062 1650193088.6791
MEM 89.417969 1650193088.7871
MEM 89.578125 1650193088.8951
MEM 89.578125 1650193089.0041
MEM 89.417969 1650193089.1131
MEM 89.683594 1650193089.2211
MEM 89.976562 1650193089.3291
MEM 90.343750 1650193089.4381
MEM 90.343750 1650193089.5471
MEM 91.664062 1650193089.6551
MEM 90.636719 1650193089.7631
MEM 90.636719 1650193089.8711
MEM 97.304688 1650193089.9791
MEM 88.921875 1650193090.0861
MEM 89.417969 1650193090.1941
MEM 89.578125 1650193090.3041
MEM 89.578125 1650193090.4151
MEM 91.828125 1650193090.5241
MEM 89.726562 1650193090.6341
MEM 90.324219 1650193090.7441
MEM 90.324219 1650193090.8521
MEM 90.324219 1650193090.9611
MEM 90.476562 1650193091.0711
MEM 90.660156 1650193091.1791
MEM 90.660156 1650193091.2881
MEM 97.304688 1650193091.3961
MEM 89.371094 1650193091.5071
MEM 89.417969 1650193091.6151
MEM 89.617188 1650193091.7241
MEM 89.617188 1650193091.8341
MEM 89.417969 1650193091.9421
MEM 90.035156 1650193092.0511
MEM 90.351562 1650193092.1601
MEM 90.351562 1650193092.2701
MEM 90.226562 1650193092.3781
MEM 90.656250 1650193092.4871
MEM 90.656250 1650193092.5971
MEM 91.410156 1650193092.7041
MEM 59.496094 1650193092.8121
MEM 89.414062 1650193092.9191
MEM 89.417969 1650193093.0281
MEM 89.609375 1650193093.1361
MEM 89.609375 1650193093.2451
MEM 89.671875 1650193093.3531
MEM 89.976562 1650193093.4621
MEM 90.378906 1650193093.5701
MEM 90.378906 1650193093.6791
MEM 90.226562 1650193093.7861
MEM 90.691406 1650193093.8921
MEM 90.691406 1650193094.0001
MEM 103.320312 1650193094.1091
MEM 88.796875 1650193094.2181
MEM 89.417969 1650193094.3271
MEM 89.621094 1650193094.4341
MEM 89.621094 1650193094.5421
MEM 89.417969 1650193094.6501
MEM 89.683594 1650193094.7591
MEM 89.976562 1650193094.8661
MEM 90.347656 1650193094.9721
MEM 90.347656 1650193095.0801
MEM 91.664062 1650193095.1866
MEM 90.640625 1650193095.2926
MEM 90.640625 1650193095.4006
MEM 111.839844 1650193095.5076
MEM 88.921875 1650193095.6136
MEM 89.417969 1650193095.7206
MEM 89.578125 1650193095.8266
MEM 89.578125 1650193095.9336
MEM 96.421875 1650193096.0416
MEM 89.683594 1650193096.1496
MEM 89.976562 1650193096.2576
MEM 90.351562 1650193096.3666
MEM 90.351562 1650193096.4736
MEM 90.476562 1650193096.5826
MEM 90.652344 1650193096.6886
MEM 90.652344 1650193096.7966
MEM 97.304688 1650193096.9036
MEM 88.921875 1650193097.0116
MEM 89.417969 1650193097.1186
MEM 89.589844 1650193097.2256
MEM 89.589844 1650193097.3326
MEM 114.476562 1650193097.4416
MEM 89.726562 1650193097.5476
MEM 89.976562 1650193097.6546
MEM 90.371094 1650193097.7616
MEM 90.371094 1650193097.8696
MEM 90.476562 1650193097.9776
MEM 90.679688 1650193098.0866
MEM 90.679688 1650193098.1936
MEM 97.304688 1650193098.3026
MEM 89.074219 1650193098.4116
MEM 90.292969 1650193098.5196
MEM 89.625000 1650193098.6286
MEM 89.625000 1650193098.7366
MEM 89.417969 1650193098.8456
MEM 89.726562 1650193098.9546
MEM 90.371094 1650193099.0616
MEM 90.371094 1650193099.1686
MEM 90.371094 1650193099.2786
MEM 90.476562 1650193099.3876
MEM 90.632812 1650193099.4956
MEM 90.632812 1650193099.6046
MEM 97.304688 1650193099.7116
MEM 89.445312 1650193099.8186
MEM 89.417969 1650193099.9276
MEM 89.632812 1650193100.0356
MEM 89.632812 1650193100.1442
MEM 89.417969 1650193100.2521
MEM 89.976562 1650193100.3611
MEM 90.324219 1650193100.4681
MEM 90.324219 1650193100.5761
MEM 90.164062 1650193100.6831
MEM 90.636719 1650193100.7901
MEM 90.636719 1650193100.8971
MEM 90.636719 1650193101.0051
MEM 89.976562 1650193101.1121
MEM 89.445312 1650193101.2191
MEM 89.417969 1650193101.3261
MEM 89.613281 1650193101.4341
MEM 89.613281 1650193101.5431
MEM 89.417969 1650193101.6511
MEM 90.226562 1650193101.7591
MEM 90.375000 1650193101.8681
MEM 90.375000 1650193101.9761
MEM 90.226562 1650193102.0841
MEM 90.660156 1650193102.1931
MEM 90.660156 1650193102.3011
MEM 94.445312 1650193102.4101
MEM 72.109375 1650193102.5191
MEM 89.417969 1650193102.6271
MEM 89.609375 1650193102.7341
MEM 89.609375 1650193102.8421
MEM 89.609375 1650193102.9501
MEM 89.671875 1650193103.0571
MEM 89.976562 1650193103.1651
MEM 90.351562 1650193103.2721
MEM 90.351562 1650193103.3781
MEM 90.226562 1650193103.4851
MEM 90.660156 1650193103.5921
MEM 90.660156 1650193103.6981
MEM 102.933594 1650193103.8071
MEM 88.796875 1650193103.9131
MEM 89.417969 1650193104.0221
MEM 89.625000 1650193104.1281
MEM 89.625000 1650193104.2371
MEM 89.417969 1650193104.3442
MEM 89.683594 1650193104.4501
MEM 89.976562 1650193104.5571
MEM 90.367188 1650193104.6641
MEM 90.367188 1650193104.7701
MEM 91.414062 1650193104.8761
MEM 90.664062 1650193104.9841
MEM 90.664062 1650193105.0911
MEM 109.566406 1650193105.1981
MEM 88.921875 1650193105.3051
MEM 89.417969 1650193105.4131
MEM 89.621094 1650193105.5221
MEM 89.621094 1650193105.6301
MEM 106.058594 1650193105.7381
MEM 89.597656 1650193105.8451
MEM 89.976562 1650193105.9521
MEM 90.371094 1650193106.0591
MEM 90.371094 1650193106.1651
MEM 90.476562 1650193106.2761
MEM 90.648438 1650193106.3841
MEM 90.648438 1650193106.4921
MEM 97.304688 1650193106.5991
MEM 88.921875 1650193106.7061
MEM 89.417969 1650193106.8121
MEM 89.578125 1650193106.9181
MEM 89.578125 1650193107.0251
MEM 106.035156 1650193107.1311
MEM 89.726562 1650193107.2381
MEM 89.976562 1650193107.3461
MEM 90.328125 1650193107.4551
MEM 90.328125 1650193107.5621
MEM 90.476562 1650193107.6721
MEM 90.656250 1650193107.7801
MEM 90.656250 1650193107.8881
MEM 97.304688 1650193107.9951
MEM 88.921875 1650193108.1011
MEM 89.417969 1650193108.2091
MEM 89.628906 1650193108.3161
MEM 89.628906 1650193108.4231
MEM 114.617188 1650193108.5311
MEM 89.726562 1650193108.6381
MEM 90.351562 1650193108.7471
MEM 90.351562 1650193108.8541
MEM 90.351562 1650193108.9611
MEM 90.476562 1650193109.0691
MEM 90.648438 1650193109.1781
MEM 90.648438 1650193109.2851
MEM 97.304688 1650193109.3921
MEM 89.074219 1650193109.4971
MEM 90.167969 1650193109.6061
MEM 89.613281 1650193109.7141
MEM 89.613281 1650193109.8241
MEM 89.417969 1650193109.9311
MEM 89.726562 1650193110.0381
MEM 90.324219 1650193110.1471
MEM 90.324219 1650193110.2561
MEM 90.164062 1650193110.3651
MEM 90.476562 1650193110.4751
MEM 90.656250 1650193110.5851
MEM 90.656250 1650193110.6931
MEM 89.976562 1650193110.8021
MEM 89.414062 1650193110.9101
MEM 89.417969 1650193111.0191
MEM 89.578125 1650193111.1281
MEM 89.578125 1650193111.2351
MEM 89.421875 1650193111.3431
MEM 91.535156 1650193111.4521
MEM 90.355469 1650193111.5601
MEM 90.355469 1650193111.6681
MEM 90.226562 1650193111.7761
MEM 90.656250 1650193111.8831
MEM 90.656250 1650193111.9921
MEM 98.621094 1650193112.1011
MEM 87.164062 1650193112.2081
MEM 89.417969 1650193112.3161
MEM 89.574219 1650193112.4231
MEM 89.574219 1650193112.5311
MEM 91.109375 1650193112.6421
MEM 89.683594 1650193112.7521
MEM 89.976562 1650193112.8611
MEM 90.335938 1650193112.9691
MEM 90.335938 1650193113.0781
MEM 90.476562 1650193113.1881
MEM 90.679688 1650193113.2971
MEM 90.679688 1650193113.4061
MEM 97.304688 1650193113.5131
MEM 89.074219 1650193113.6211
MEM 89.417969 1650193113.7291
MEM 89.574219 1650193113.8381
MEM 89.574219 1650193113.9461
MEM 97.773438 1650193114.0531
MEM 89.726562 1650193114.1621
MEM 90.328125 1650193114.2711
MEM 90.328125 1650193114.3801
MEM 90.328125 1650193114.4891
MEM 90.476562 1650193114.5981
MEM 90.675781 1650193114.7071
MEM 90.675781 1650193114.8161
MEM 97.304688 1650193114.9251
MEM 89.445312 1650193115.0321
MEM 89.417969 1650193115.1411
MEM 89.601562 1650193115.2481
MEM 89.601562 1650193115.3551
MEM 89.417969 1650193115.4631
MEM 89.851562 1650193115.5711
MEM 90.339844 1650193115.6801
MEM 90.339844 1650193115.7891
MEM 90.164062 1650193115.8991
MEM 90.652344 1650193116.0081
MEM 90.652344 1650193116.1171
MEM 90.652344 1650193116.2251
MEM 89.726562 1650193116.3321
MEM 89.359375 1650193116.4401
MEM 89.417969 1650193116.5501
MEM 89.578125 1650193116.6591
MEM 89.578125 1650193116.7671
MEM 89.421875 1650193116.8751
MEM 90.851562 1650193116.9831
MEM 90.343750 1650193117.0921
MEM 90.343750 1650193117.2011
MEM 90.226562 1650193117.3071
MEM 90.648438 1650193117.4171
MEM 90.648438 1650193117.5241
MEM 95.675781 1650193117.6331
MEM 76.363281 1650193117.7401
MEM 89.417969 1650193117.8471
MEM 89.593750 1650193117.9561
MEM 89.593750 1650193118.0641
MEM 89.593750 1650193118.1731
MEM 89.503906 1650193118.2821
MEM 89.976562 1650193118.3921
MEM 90.363281 1650193118.4991
MEM 90.363281 1650193118.6081
MEM 90.226562 1650193118.7151
MEM 90.679688 1650193118.8251
MEM 90.679688 1650193118.9341
MEM 107.609375 1650193119.0431
MEM 88.921875 1650193119.1501
MEM 89.417969 1650193119.2581
MEM 89.589844 1650193119.3681
MEM 89.589844 1650193119.4771
MEM 110.238281 1650193119.5861
MEM 89.726562 1650193119.6931
MEM 89.976562 1650193119.8021
MEM 90.371094 1650193119.9101
MEM 90.371094 1650193120.0171
MEM 90.476562 1650193120.1231
MEM 90.679688 1650193120.2321
MEM 90.679688 1650193120.3401
MEM 97.304688 1650193120.4481
MEM 89.074219 1650193120.5551
MEM 89.421875 1650193120.6641
MEM 89.601562 1650193120.7741
MEM 89.601562 1650193120.8821
MEM 89.417969 1650193120.9911
MEM 89.726562 1650193121.0991
MEM 90.320312 1650193121.2071
MEM 90.320312 1650193121.3151
MEM 90.320312 1650193121.4231
MEM 90.476562 1650193121.5331
MEM 90.687500 1650193121.6411
MEM 90.687500 1650193121.7491
MEM 97.304688 1650193121.8581
MEM 89.253906 1650193121.9661
MEM 89.417969 1650193122.0731
MEM 89.625000 1650193122.1831
MEM 89.625000 1650193122.2921
MEM 89.417969 1650193122.4011
MEM 89.746094 1650193122.5101
MEM 90.378906 1650193122.6191
MEM 90.378906 1650193122.7251
MEM 90.164062 1650193122.8321
MEM 90.476562 1650193122.9401
MEM 90.691406 1650193123.0481
MEM 90.691406 1650193123.1561
MEM 89.976562 1650193123.2651
MEM 89.445312 1650193123.3741
MEM 89.417969 1650193123.4821
MEM 89.609375 1650193123.5911
MEM 89.609375 1650193123.6981
MEM 89.417969 1650193123.8071
MEM 90.101562 1650193123.9161
MEM 90.371094 1650193124.0241
MEM 90.371094 1650193124.1331
MEM 90.226562 1650193124.2431
MEM 90.652344 1650193124.3511
MEM 90.652344 1650193124.4611
MEM 95.800781 1650193124.5701
MEM 83.121094 1650193124.6771
MEM 89.417969 1650193124.7861
MEM 89.632812 1650193124.8921
MEM 89.632812 1650193125.0001
MEM 89.417969 1650193125.1081
MEM 89.683594 1650193125.2161
MEM 89.976562 1650193125.3231
MEM 90.351562 1650193125.4301
MEM 90.351562 1650193125.5371
MEM 90.851562 1650193125.6441
MEM 90.632812 1650193125.7531
MEM 90.632812 1650193125.8631
MEM 111.031250 1650193125.9711
MEM 88.921875 1650193126.0801
MEM 89.417969 1650193126.1881
MEM 89.578125 1650193126.2971
MEM 89.578125 1650193126.4051
MEM 107.222656 1650193126.5131
MEM 89.726562 1650193126.6211
MEM 89.976562 1650193126.7301
MEM 90.328125 1650193126.8381
MEM 90.328125 1650193126.9451
MEM 90.476562 1650193127.0541
MEM 90.648438 1650193127.1631
MEM 90.648438 1650193127.2711
MEM 97.304688 1650193127.3801
MEM 89.074219 1650193127.4861
MEM 90.027344 1650193127.5961
MEM 89.597656 1650193127.7051
MEM 89.597656 1650193127.8131
MEM 89.417969 1650193127.9221
MEM 89.726562 1650193128.0321
MEM 90.347656 1650193128.1401
MEM 90.347656 1650193128.2481
MEM 90.164062 1650193128.3561
MEM 90.476562 1650193128.4641
MEM 90.640625 1650193128.5721
MEM 90.640625 1650193128.6811
MEM 89.976562 1650193128.7911
MEM 89.445312 1650193128.8991
MEM 89.417969 1650193129.0071
MEM 89.589844 1650193129.1171
MEM 89.589844 1650193129.2241
MEM 89.421875 1650193129.3341
MEM 90.488281 1650193129.4421
MEM 90.308594 1650193129.5521
MEM 90.308594 1650193129.6591
MEM 90.203125 1650193129.7681
MEM 90.625000 1650193129.8761
MEM 90.625000 1650193129.9851
MEM 94.902344 1650193130.0921
MEM 67.171875 1650193130.2011
MEM 89.390625 1650193130.3101
MEM 89.570312 1650193130.4201
MEM 89.570312 1650193130.5311
MEM 89.570312 1650193130.6411
MEM 89.476562 1650193130.7481
MEM 89.953125 1650193130.8581
MEM 90.320312 1650193130.9691
MEM 90.320312 1650193131.0771
MEM 90.203125 1650193131.1851
MEM 90.652344 1650193131.2951
MEM 90.652344 1650193131.4051
MEM 110.679688 1650193131.5151
MEM 88.898438 1650193131.6231
MEM 89.390625 1650193131.7321
MEM 89.601562 1650193131.8411
MEM 89.601562 1650193131.9511
MEM 104.917969 1650193132.0621
MEM 89.703125 1650193132.1721
MEM 90.332031 1650193132.2791
MEM 90.332031 1650193132.3891
MEM 90.332031 1650193132.4971
MEM 90.453125 1650193132.6041
MEM 90.621094 1650193132.7151
MEM 90.621094 1650193132.8231
MEM 97.281250 1650193132.9306
MEM 88.773438 1650193133.0396
MEM 89.390625 1650193133.1496
MEM 89.546875 1650193133.2566
MEM 89.546875 1650193133.3636
MEM 92.945312 1650193133.4726
MEM 89.574219 1650193133.5836
MEM 89.953125 1650193133.6946
MEM 90.351562 1650193133.8056
MEM 90.351562 1650193133.9156
MEM 90.453125 1650193134.0256
MEM 90.628906 1650193134.1346
MEM 90.628906 1650193134.2446
MEM 97.281250 1650193134.3536
